ID,VILLE,LIVRES,VACANCES,LIEUVIE,NBCOHAB,CHAMBRE,TRI,EMBALLAGE,RUE,PREOCCUP,SENTIMENTS,CANAL,PRATIQUES,INVESTI,PREF,TEL,SECMAIN,ACHAT,pays_recode,VOYAGE,MOYENALLER,MOYENLIEU,TRANSPORTS1,TRANSPORTS2,TRANSPORTS3,TRANSPORTS4,TRANSPORTS5,RAISON,ALTERNATIVE,ETAB,CLASSE,GENRE,POIDSCAL
8877,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,3,4,2,Les réseaux sociaux,4,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu as toujours ton premier téléphone,Un seul,Trois,Europe,Vacances avec ta famille,Avion,Marche à pied,Métro / RER,"Bus (dont microbus, Traverse, etc.)",Vélo partagé (par exemple : Vélib),Tram,À pied,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,Terminale,Garçon,5.02857142857143
9694,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,2,2,Les réseaux sociaux,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",L'installation d'un poulailler,Tu l'as donné à un proche,Un seul,Un,Asie,Vacances avec ta famille,Avion,"Deux-roues motorisés (moto, scooter)","Voiture, scooter, moto",À pied,,,,C'est plus rapide,Vélo personnel,Miriam Makeba,5ème,Fille,1.25714285714286
8728,Oui,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,2,3,1,Les conversations en famille,1,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",L'installation d'un poulailler,Tu l'as toujours chez toi,Un seul,Un,Europe,Vacances avec ta famille,Avion,Marche à pied,Tram,"Bus (dont microbus, Traverse, etc.)",,,,Tu n'as pas le choix parce que c'est la seule solution,Vélo partagé (par exemple : Vélib),Hélène Boucher,2nde,Fille,3.22222222222222
2119,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Ça dépend,on trie le verre et d'autres déchets recyclables,NSPRF,4,3,2,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",La généralisation de poubelles jaunes,Tu l'as toujours chez toi,Plus de deux,Deux,Europe,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,Tram,Train,"Bus (dont microbus, Traverse, etc.)","Voiture, scooter, moto",C'est plus accessible,Vélo partagé (par exemple : Vélib),Henri Bergson,1ère,Garçon,6.28571428586638
6002,Oui,entre 10 et 50 livres,Jamais,avec l'un de tes deux parents seulement,+4,Oui,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,4,4,2,Les réseaux sociaux,NSPRF,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des cendriers à l'entrée,Tu l'as donné à un proche,Plus de deux,Plus de trois,Non concerné(e) : tu n'as jamais voyagé,,,,"Bus (dont microbus, Traverse, etc.)",Métro / RER,À pied,Vélo personnel,Vélo partagé (par exemple : Vélib),C'est plus accessible,"Voiture, scooter, moto",Henri Bergson,2nde,Garçon,8.50000666078516
8304,Non,entre 10 et 50 livres,2 fois,avec l'un de tes deux parents seulement,+4,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,2,1,2,Les réseaux sociaux,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Un potager,Tu l'as toujours chez toi,Deux,Plus de trois,Afrique,Vacances avec ta famille,Voiture (personnelle/location/taxi),Avion,"Bus (dont microbus, Traverse, etc.)",À pied,Métro / RER,"Voiture, scooter, moto",,Parce que ça te plaît,Autre,Miriam Makeba,3ème,Fille,1.13513513513521
9909,Non,plus de 50 livres,3 fois ou plus,en partie chez l'un et chez l'autre,trois,Ça dépend,on trie le verre et d'autres déchets recyclables,tu le jettes par terre si personne ne regarde,4,2,1,Les réseaux sociaux,1,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu as toujours ton premier téléphone,Un seul,Deux,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Métro / RER,Vélo partagé (par exemple : Vélib),À pied,"Bus (dont microbus, Traverse, etc.)",,Tu n'as pas le choix parce que c'est la seule solution,Tu ne sais pas ou tu ne souhaites pas répondre,Henri Bergson,1ère,Garçon,6.28571428586638
6603,Oui,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,deux,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,2,NSPRF,NSPRF,NSPRF,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des cendriers à l'entrée,Tu l'as toujours chez toi,NSPRF,Plus de trois,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Marche à pied,À pied,"Voiture, scooter, moto","Bus (dont microbus, Traverse, etc.)",,,C'est plus rapide,Trottinette,Miriam Makeba,3ème,Fille,1.13513513513521
4785,Oui,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,4,4,1,Les conversations entre ami(e)s,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Un parking vélo dans l'établissement,Tu as toujours ton premier téléphone,Plus de deux,Plus de trois,Europe,Vacances avec ta famille,Avion,Train (RER/TER/TGV...),À pied,"Bus (dont microbus, Traverse, etc.)",Métro / RER,,,Parce que ça te plaît,,Hélène Boucher,Terminale,Fille,2.58426966292135
8773,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,trois,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,NSPRF,4,3,Les réseaux sociaux,NSPRF,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",NSPRF,Tu l'as toujours chez toi,NSPRF,Deux,Asie,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,À pied,,,,Tu n'as pas le choix parce que tes parents préfèrent,Trottinette,Miriam Makeba,6ème,Fille,1.1818181818182
1314,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,2,1,NSPRF,La télévision,3,"Oui, tu es investi(e)",La réservation des repas à la cantine,Tu l'as toujours chez toi,Un seul,Plus de trois,Asie,Vacances avec ta famille,Avion,Marche à pied,À pied,"Bus (dont microbus, Traverse, etc.)","Voiture, scooter, moto",,,C'est plus rapide,Trottinette,Miriam Makeba,6ème,Fille,1.1818181818182
2478,Non,plus de 50 livres,2 fois,en partie chez l'un et chez l'autre,deux,Ça dépend,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,1,2,La télévision,1,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",La réservation des repas à la cantine,Tu l'as donné à un proche,Aucun,NSPRF,Europe,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,,,,,Tu n'as pas le choix parce que c'est la seule solution,Vélo personnel,Miriam Makeba,5ème,Garçon,1.4375
9171,Non,entre 10 et 50 livres,Jamais,avec tes deux parents dans le même logement,+4,Non,NSPRF,tu le gardes pour le jeter à ton retour chez toi,NSPRF,3,2,Les cours,2,NSPRF,Un parking vélo dans l'établissement,Tu l'as donné à un proche,Aucun,NSPRF,Tu ne sais pas ou tu ne souhaites pas répondre,NSPRF,Avion,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",Métro / RER,Tram,À pied,Autre,"Tu as du mal à utiliser les autres transports (par exemple : tu ne sais pas faire du vélo, tu n'es pas à l'aise dans le métro, ...)","Voiture, scooter, moto",Hélène Boucher,Terminale,Fille,2.58426966292135
4607,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,nan,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,4,3,Les réseaux sociaux,4,NSPRF,NSPRF,Tu l'as toujours chez toi,Plus de deux,Plus de trois,Afrique,Vacances avec ta famille,Avion,Vélo,Vélo personnel,Trottinette,,,,NSPRF,Vélo partagé (par exemple : Vélib),Miriam Makeba,6ème,Garçon,1.14000000000006
2983,Oui,moins de 10 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu le jettes tout de suite par terre,NSPRF,NSPRF,NSPRF,La télévision,NSPRF,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Plus de deux,Plus de trois,Dom-Tom,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,Trottinette,,,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,5ème,Garçon,1.4375
9047,Oui,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,2,NSPRF,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as toujours chez toi,Aucun,Trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,À pied,Vélo personnel,Vélo partagé (par exemple : Vélib),"Bus (dont microbus, Traverse, etc.)",Tu n'as pas le choix parce que c'est la seule solution,Tram,Hélène Boucher,2nde,Fille,3.22222222222222
3163,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,3,4,2,Les conversations entre ami(e)s,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",NSPRF,Tu l'as donné à un proche,Plus de deux,Aucun,France,Vacances avec ta famille,Train (RER/TER/TGV…),Voiture (personnelle / location / taxi),Métro / RER,À pied,"Bus (dont microbus, Traverse, etc.)",,,Tu n'as pas le choix parce que c'est la seule solution,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,1ère,Garçon,3.28571428571429
4740,Non,entre 10 et 50 livres,NSPRF,avec tes deux parents dans le même logement,trois,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,NSPRF,1,NSPRF,Les cours,NSPRF,"Non, tu n'es pas investi(e)",NSPRF,Tu as toujours ton premier téléphone,Un seul,Deux,Tu ne sais pas ou tu ne souhaites pas répondre,NSPRF,NSPRF,NSPRF,Métro / RER,À pied,"Bus (dont microbus, Traverse, etc.)",,,Tu n'as pas le choix parce que c'est la seule solution,Trottinette,Henri Bergson,2nde,Fille,2.92
3370,Non,pas de livres,1 fois,autre,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,1,NSPRF,La télévision,NSPRF,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu l'as donné à un proche,Un seul,Plus de trois,Amérique,Vacances avec ta famille,Avion,Autocar/bus,Vélo personnel,,,,,Ça ne coûte pas cher,"Voiture, scooter, moto",Miriam Makeba,5ème,Garçon,1.4375
4933,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Ça dépend,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,4,2,Les réseaux sociaux,NSPRF,"Oui, tu es investi(e)",L'installation d'un poulailler,Tu l'as donné à un proche,Aucun,NSPRF,Tu ne sais pas ou tu ne souhaites pas répondre,NSPRF,Avion,Voiture (personnelle / location / taxi),Vélo personnel,Trottinette,,,,C'est plus rapide,"Voiture, scooter, moto",Miriam Makeba,5ème,Garçon,1.4375
6242,Oui,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,1,4,Des journaux (papier),4,"Oui, tu es investi(e)",La réservation des repas à la cantine,Tu as toujours ton premier téléphone,Deux,Plus de trois,France,,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),,,,,,Tu n'as pas le choix parce que c'est la seule solution,Métro / RER,Miriam Makeba,6ème,Fille,1.1818181818182
1835,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,deux,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,3,3,2,La télévision,3,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Un seul,Plus de trois,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Marche à pied,À pied,Vélo partagé (par exemple : Vélib),"Bus (dont microbus, Traverse, etc.)",Métro / RER,"Voiture, scooter, moto",Parce que ça te plaît,Vélo personnel,Hélène Boucher,Terminale,Garçon,5.02857142857143
7815,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Ça dépend,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,1,2,1,La télévision,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Le tri des déchets à la cantine,Tu l'as donné à un proche,Aucun,NSPRF,Tu ne sais pas ou tu ne souhaites pas répondre,Vacances avec ta famille,Avion,Autocar/bus,À pied,Trottinette,"Bus (dont microbus, Traverse, etc.)",,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,4ème,Garçon,1.24489795918368
3964,Non,plus de 50 livres,3 fois ou plus,en partie chez l'un et chez l'autre,trois,Oui,"on trie tout, y compris le compost",tu le jettes par terre si personne ne regarde,2,3,2,Les réseaux sociaux,1,"Non, tu n'es pas investi(e)",L'installation d'un poulailler,Tu l'as vendu,Aucun,Plus de trois,Europe,Vacances avec ta famille,Avion,Train (RER/TER/TGV...),"Bus (dont microbus, Traverse, etc.)",Métro / RER,Vélo partagé (par exemple : Vélib),Train,,Aucune de ces réponses ne te correspond,A pied,Hélène Boucher,1ère,Fille,2.69565217391305
4660,Oui,entre 10 et 50 livres,1 fois,avec l'un de tes deux parents seulement,deux,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,4,2,3,La télévision,NSPRF,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as donné à un proche,Aucun,Aucun,Europe,Séjour linguistique,Avion,Autocar/bus,À pied,Trottinette,Métro / RER,Vélo personnel,,Ça ne coûte pas cher,Tram,Henri Bergson,2nde,Garçon,8.50000666078516
1752,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,NSPRF,3,La télévision,2,"Oui, tu es investi(e)",Le tri des déchets à la cantine,Tu l'as vendu,Aucun,Aucun,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Tram,Métro / RER,,,,Tu n'as pas le choix parce que c'est la seule solution,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,1ère,Fille,2.69565217391305
8424,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,1,3,2,La télévision,1,"Non, tu n'es pas investi(e)",Des cendriers à l'entrée,Tu l'as toujours chez toi,Plus de deux,Un,Amérique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,"Voiture, scooter, moto",,,,Tu n'as pas le choix parce que c'est la seule solution,Vélo personnel,Hélène Boucher,1ère,Fille,2.69565217391305
7691,Non,entre 10 et 50 livres,NSPRF,avec tes deux parents dans le même logement,nan,NSPRF,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,4,3,NSPRF,Les réseaux sociaux,NSPRF,NSPRF,Le tri des déchets à la cantine,Tu l'as toujours chez toi,Aucun,Plus de trois,Tu ne sais pas ou tu ne souhaites pas répondre,NSPRF,Train (RER/TER/TGV…),NSPRF,,,,,,NSPRF,Autre,Miriam Makeba,4ème,Garçon,1.24489795918368
1460,Non,entre 10 et 50 livres,2 fois,en partie chez l'un et chez l'autre,deux,Ça dépend,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,2,3,NSPRF,Les réseaux sociaux,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",La généralisation de poubelles jaunes,Tu l'as toujours chez toi,Aucun,Trois,France,Séjour linguistique,Autocar/bus,Marche à pied,À pied,Métro / RER,"Bus (dont microbus, Traverse, etc.)",Autre,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,4ème,Garçon,1.24489795918368
2849,Non,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,NSPRF,2,La télévision,2,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,Plus de deux,Aucun,France,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",Tram,À pied,,,C'est plus rapide,Trottinette,Hélène Boucher,1ère,Fille,2.69565217391305
9825,Non,moins de 10 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,4,3,3,La télévision,3,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Autre,Aucun,Plus de trois,Asie,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,Marche à pied,"Bus (dont microbus, Traverse, etc.)",À pied,,,,Tu n'as pas le choix parce que c'est la seule solution,Vélo personnel,Miriam Makeba,6ème,Fille,1.1818181818182
1796,Oui,plus de 50 livres,3 fois ou plus,autre,un,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,1,4,4,La télévision,4,"Oui, tu es investi(e)",Le tri des déchets à la cantine,Tu l'as donné à une recyclerie,NSPRF,Aucun,France,NSPRF,Train (RER/TER/TGV…),Autocar/bus,À pied,Tram,"Bus (dont microbus, Traverse, etc.)",Trottinette,,C'est plus écologique,Train,Henri Bergson,2nde,Fille,2.92
5604,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,"on trie tout, y compris le compost",tu le gardes pour le jeter à ton retour chez toi,2,3,1,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as donné à un proche,Plus de deux,Un,Europe,Séjour linguistique,Avion,Train (RER/TER/TGV...),Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,Tram,,C'est plus rapide,Vélo personnel,Hélène Boucher,2nde,Fille,3.22222222222222
9427,Oui,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,3,1,Les réseaux sociaux,1,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu l'as toujours chez toi,Aucun,Aucun,Europe,Vacances avec ta famille,Autocar/bus,"Deux-roues motorisés (moto, scooter)","Voiture, scooter, moto",Métro / RER,"Bus (dont microbus, Traverse, etc.)",,,C'est plus rapide,Vélo personnel,Hélène Boucher,Terminale,Garçon,5.02857142857143
1014,Oui,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,3,2,Les cours,3,NSPRF,Le tri des déchets à la cantine,Tu as toujours ton premier téléphone,Plus de deux,Aucun,Asie,Vacances avec ta famille,Avion,Avion,Métro / RER,À pied,,,,Parce que ça te plaît,Autre,Hélène Boucher,2nde,Garçon,5.35000000000007
2662,Non,moins de 10 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,2,3,3,NSPRF,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",NSPRF,Tu n'as pas de téléphone,Aucun,NSPRF,Asie,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,Avion,Vélo personnel,Trottinette,À pied,,,C'est plus rapide,"Voiture, scooter, moto",Miriam Makeba,6ème,Garçon,1.14000000000006
8360,Oui,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,3,1,Les cours,3,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu l'as vendu,Plus de deux,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",Tram,"Voiture, scooter, moto",Métro / RER,Vélo partagé (par exemple : Vélib),Tu n'as pas le choix parce que c'est la seule solution,A pied,Hélène Boucher,Terminale,Fille,2.58426966292135
2110,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,3,2,Les cours,na,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu as toujours ton premier téléphone,Un seul,Trois,Europe,Vacances avec ta famille,Avion,Marche à pied,Métro / RER,À pied,Vélo partagé (par exemple : Vélib),Trottinette,,C'est plus accessible,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,2nde,Garçon,5.35000000000007
5342,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,4,1,Les réseaux sociaux,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Le tri des déchets à la cantine,Tu l'as vendu,Plus de deux,Aucun,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,"Bus (dont microbus, Traverse, etc.)",,,,Tu n'as pas le choix parce que c'est la seule solution,Trottinette,Henri Bergson,1ère,Fille,7.6153848266259
9746,Oui,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,1,NSPRF,La télévision,NSPRF,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,Aucun,Plus de trois,Europe,Vacances avec des ami(e)s,Autocar/bus,Autocar/bus,Trottinette,"Voiture, scooter, moto","Bus (dont microbus, Traverse, etc.)",À pied,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,3ème,Fille,1.13513513513521
6003,Non,plus de 50 livres,NSPRF,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,2,2,Les réseaux sociaux,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des aménagements d'espaces verts,Tu l'as donné à un proche,Aucun,Aucun,France,Vacances avec des ami(e)s,Autocar/bus,Autocar/bus,"Bus (dont microbus, Traverse, etc.)",À pied,Trottinette,"Voiture, scooter, moto",NSPRF,Tu n'as pas le choix parce que c'est la seule solution,Autre,Miriam Makeba,6ème,Fille,1.1818181818182
5237,NSPRF,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,trois,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,4,3,1,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Une ruche d'abeilles,Tu l'as toujours chez toi,Un seul,Plus de trois,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Vélo partagé (par exemple : Vélib),Tram,"Bus (dont microbus, Traverse, etc.)",Vélo personnel,Métro / RER,C'est plus rapide,"Voiture, scooter, moto",Hélène Boucher,Terminale,Garçon,5.02857142857143
2995,Oui,entre 10 et 50 livres,Jamais,avec l'un de tes deux parents seulement,un,Oui,on met tout dans la même poubelle,tu le jettes par terre si personne ne regarde,4,3,3,La télévision,4,NSPRF,Le tri des déchets à la cantine,Autre,NSPRF,Plus de trois,Europe,Vacances avec ta famille,,Voiture (personnelle / location / taxi),À pied,"Bus (dont microbus, Traverse, etc.)",,,,C'est plus rapide,Vélo personnel,Miriam Makeba,6ème,Fille,1.1818181818182
8883,Non,moins de 10 livres,2 fois,avec tes deux parents dans le même logement,un,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,2,2,Les cours,NSPRF,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as donné à un proche,Un seul,Aucun,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Tram,À pied,,,,,Vélo personnel,Hélène Boucher,2nde,Garçon,5.35000000000007
4282,Non,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,deux,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,4,4,3,Les cours,3,NSPRF,Des cendriers à l'entrée,Tu as toujours ton premier téléphone,Plus de deux,Plus de trois,Europe,Vacances avec ta famille,Bateau,Voiture (personnelle / location / taxi),Tram,Vélo partagé (par exemple : Vélib),Métro / RER,À pied,,C'est plus rapide,"Bus (dont microbus, Traverse, etc.)",Hélène Boucher,1ère,Fille,2.69565217391305
8936,Oui,plus de 50 livres,1 fois,avec l'un de tes deux parents seulement,trois,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,4,1,3,Les réseaux sociaux,1,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as toujours chez toi,Aucun,Un,Asie,Vacances avec ta famille,Avion,Autocar/bus,À pied,Vélo personnel,"Bus (dont microbus, Traverse, etc.)",,,Aucune de ces réponses ne te correspond,"Voiture, scooter, moto",Miriam Makeba,3ème,Garçon,1.22727272727274
3559,Non,NSPRF,2 fois,avec tes deux parents dans le même logement,deux,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,3,2,Les cours,NSPRF,"Non, tu n'es pas investi(e)",Un potager,Tu as toujours ton premier téléphone,Aucun,Plus de trois,France,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Tram,Métro / RER,"Voiture, scooter, moto",,,Tu n'as pas le choix parce que c'est la seule solution,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,Terminale,Fille,2.58426966292135
1161,Oui,plus de 50 livres,1 fois,en partie chez l'un et chez l'autre,deux,Ça dépend,"on trie tout, y compris le compost",tu le gardes pour le jeter à ton retour chez toi,4,2,1,La télévision,na,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des aménagements d'espaces verts,Tu as toujours ton premier téléphone,Plus de deux,Plus de trois,Tu ne sais pas ou tu ne souhaites pas répondre,Colonie de vacances,Train (RER/TER/TGV…),Autocar/bus,À pied,"Bus (dont microbus, Traverse, etc.)",Tram,,,C'est plus rapide,Vélo partagé (par exemple : Vélib),Hélène Boucher,2nde,Fille,3.22222222222222
8663,Non,moins de 10 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,NSPRF,1,Les conversations entre ami(e)s,2,"Oui, tu es investi(e)",Des cendriers à l'entrée,Tu l'as donné à une recyclerie,Aucun,Deux,Afrique,Vacances avec ta famille,Voiture (personnelle/location/taxi),Train (RER/TER/TGV...),Métro / RER,,,,,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Henri Bergson,Terminale,Garçon,7.24000003686302
