ID,VILLE,LIVRES,VACANCES,LIEUVIE,NBCOHAB,CHAMBRE,TRI,EMBALLAGE,RUE,PREOCCUP,SENTIMENTS,CANAL,PRATIQUES,INVESTI,PREF,TEL,SECMAIN,ACHAT,pays_recode,VOYAGE,MOYENALLER,MOYENLIEU,TRANSPORTS1,TRANSPORTS2,TRANSPORTS3,TRANSPORTS4,TRANSPORTS5,RAISON,ALTERNATIVE,ETAB,CLASSE,GENRE,POIDSCAL
8750,Oui,plus de 50 livres,1 fois,avec l'un de tes deux parents seulement,+4,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,4,3,NSPRF,Les cours,2,"Non, tu n'es pas investi(e)",L'installation d'un poulailler,Tu l'as toujours chez toi,Deux,Aucun,France,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Tram,,,,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,Terminale,Fille,2.58426966292135
1939,Non,plus de 50 livres,3 fois ou plus,autre,trois,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,NSPRF,NSPRF,Les réseaux sociaux,NSPRF,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as donné à un proche,Aucun,NSPRF,France,NSPRF,Autocar/bus,Marche à pied,Métro / RER,,,,,C'est plus accessible,Autre,Henri Bergson,Terminale,Fille,4.3103448275862
5067,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,2,2,La télévision,3,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Aucun,Deux,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Marche à pied,À pied,,,,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,1ère,Garçon,3.28571428571429
1092,Oui,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,1,2,2,La télévision,1,"Non, tu n'es pas investi(e)",L'installation d'un poulailler,Tu l'as toujours chez toi,Un seul,Aucun,France,Vacances avec ta famille,Train (RER/TER/TGV…),Autocar/bus,Métro / RER,"Voiture, scooter, moto",,,,Tu n'as pas le choix parce que c'est la seule solution,Autre,Henri Bergson,Terminale,Garçon,7.24000003686302
5175,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,1,2,2,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Des cendriers à l'entrée,Tu l'as jeté,Deux,Trois,France,Vacances avec ta famille,Train (RER/TER/TGV…),Voiture (personnelle / location / taxi),Métro / RER,Vélo partagé (par exemple : Vélib),À pied,,,C'est plus accessible,"Voiture, scooter, moto",Hélène Boucher,1ère,Garçon,3.28571428571429
4385,Oui,moins de 10 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,NSPRF,1,NSPRF,NSPRF,La télévision,NSPRF,NSPRF,NSPRF,Tu as toujours ton premier téléphone,NSPRF,Aucun,Afrique,Vacances avec ta famille,Bateau,NSPRF,À pied,"Bus (dont microbus, Traverse, etc.)",,,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,5ème,Fille,1.25714285714286
4023,Non,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,trois,Non,on trie seulement le verre,tu cherches la poubelle la plus proche,3,3,2,Les réseaux sociaux,2,"Oui, tu es investi(e)",Le tri des déchets à la cantine,Tu l'as donné à un proche,Plus de deux,Un,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Vélo personnel,,,,,C'est plus rapide,Métro / RER,Miriam Makeba,5ème,Garçon,1.4375
8126,Non,plus de 50 livres,1 fois,avec l'un de tes deux parents seulement,deux,Oui,"on trie tout, y compris le compost",tu le gardes pour le jeter à ton retour chez toi,4,4,3,Des journaux (papier),3,"Oui, tu es investi(e)",L'installation d'un poulailler,Tu l'as donné à un proche,Plus de deux,Aucun,France,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Métro / RER,À pied,"Bus (dont microbus, Traverse, etc.)",Tram,,C'est plus écologique,Vélo personnel,Hélène Boucher,2nde,Garçon,5.35000000000007
1677,Non,plus de 50 livres,2 fois,avec l'un de tes deux parents seulement,trois,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,2,NSPRF,Les réseaux sociaux,3,"Oui, tu es investi(e)",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,Aucun,Deux,Europe,Vacances avec ta famille,Train (RER/TER/TGV…),Autocar/bus,Métro / RER,À pied,"Bus (dont microbus, Traverse, etc.)",,,C'est plus rapide,Trottinette,Hélène Boucher,1ère,Garçon,3.28571428571429
5991,Oui,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,trois,Non,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,4,4,NSPRF,Les réseaux sociaux,3,"Oui, tu es investi(e)",L'installation d'un poulailler,Tu l'as toujours chez toi,Aucun,Plus de trois,France,Vacances avec ta famille,Train (RER/TER/TGV…),Autocar/bus,À pied,,,,,,Trottinette,Miriam Makeba,3ème,Garçon,1.22727272727274
5538,Non,entre 10 et 50 livres,2 fois,avec l'un de tes deux parents seulement,+4,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,3,3,Les cours,2,"Oui, tu es investi(e)",Des aménagements d'espaces verts,Tu l'as donné à un proche,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),NSPRF,,,,,Aucune de ces réponses ne te correspond,,Miriam Makeba,3ème,Fille,1.13513513513521
2871,Non,NSPRF,NSPRF,avec tes deux parents dans le même logement,deux,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,NSPRF,NSPRF,Les réseaux sociaux,na,"Oui, tu es investi(e)",NSPRF,Tu l'as toujours chez toi,Aucun,NSPRF,Tu ne sais pas ou tu ne souhaites pas répondre,,,Avion,À pied,Métro / RER,"Bus (dont microbus, Traverse, etc.)",,,Tu n'as pas le choix parce que c'est la seule solution,Autre,Miriam Makeba,4ème,Fille,1.02222222222337
9059,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,2,2,La télévision,3,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Aucun,Deux,France,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Métro / RER,À pied,Vélo partagé (par exemple : Vélib),,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,2nde,Fille,3.22222222222222
4659,Non,plus de 50 livres,NSPRF,en partie chez l'un et chez l'autre,+4,Ça dépend,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,3,NSPRF,Les réseaux sociaux,NSPRF,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu l'as toujours chez toi,Plus de deux,Aucun,France,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Train (RER/TER/TGV…),Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",À pied,,,,Ça ne coûte pas cher,Vélo partagé (par exemple : Vélib),Hélène Boucher,2nde,Garçon,5.35000000000007
5997,Non,moins de 10 livres,1 fois,avec l'un de tes deux parents seulement,deux,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,3,NSPRF,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Un seul,Aucun,Asie,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,Voiture (personnelle / location / taxi),Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,Train,"Voiture, scooter, moto",Tu n'as pas le choix parce que c'est la seule solution,Trottinette,Hélène Boucher,1ère,Fille,2.69565217391305
6678,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,3,2,Les réseaux sociaux,NSPRF,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as vendu,Plus de deux,Trois,France,Vacances avec ta famille,Train (RER/TER/TGV…),Train (RER/TER/TGV...),Vélo partagé (par exemple : Vélib),Métro / RER,,,,Parce que ça te plaît,"Bus (dont microbus, Traverse, etc.)",Hélène Boucher,Terminale,Fille,2.58426966292135
6452,Non,entre 10 et 50 livres,3 fois ou plus,en partie chez l'un et chez l'autre,trois,Ça dépend,NSPRF,tu le gardes pour le jeter à ton retour chez toi,3,4,2,La radio,1,"Non, tu n'es pas investi(e)",Des cendriers à l'entrée,Tu l'as toujours chez toi,Deux,Aucun,Europe,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Train (RER/TER/TGV…),Autocar/bus,Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,,,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Henri Bergson,2nde,Fille,2.92
7399,Oui,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,trois,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,2,NSPRF,Les cours,2,"Non, tu n'es pas investi(e)",La généralisation de poubelles jaunes,Tu l'as toujours chez toi,Plus de deux,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,,,,,Tu n'as pas le choix parce que c'est la seule solution,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,2nde,Fille,3.22222222222222
1994,Non,pas de livres,1 fois,avec l'un de tes deux parents seulement,+4,Oui,on met tout dans la même poubelle,NSPRF,3,2,NSPRF,La télévision,2,"Non, tu n'es pas investi(e)",NSPRF,Tu l'as toujours chez toi,Plus de deux,Trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",Métro / RER,Tram,,,Tu n'as pas le choix parce que c'est la seule solution,Vélo partagé (par exemple : Vélib),Henri Bergson,Terminale,Fille,4.3103448275862
5111,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,deux,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,3,1,Les cours,3,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as toujours chez toi,Deux,Deux,Europe,Vacances avec ta famille,Train (RER/TER/TGV…),Autocar/bus,Métro / RER,Vélo personnel,,,,Tu n'as pas le choix parce que c'est la seule solution,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,Terminale,Garçon,5.02857142857143
1090,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,3,NSPRF,Les cours,2,"Oui, tu es investi(e)",NSPRF,Tu as toujours ton premier téléphone,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Autre,,,,,,,Miriam Makeba,4ème,Fille,1.02222222222337
2875,Non,pas de livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,NSPRF,NSPRF,La télévision,3,NSPRF,Un potager,Tu l'as toujours chez toi,Aucun,Aucun,Afrique,Vacances avec ta famille,Bateau,Bateau,À pied,,,,,Parce que ça te plaît,Trottinette,Miriam Makeba,6ème,Garçon,1.14000000000006
8854,Non,plus de 50 livres,Jamais,avec l'un de tes deux parents seulement,deux,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,4,4,1,Les réseaux sociaux,1,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as donné à un proche,Un seul,Un,Non concerné(e) : tu n'as jamais voyagé,,,,"Bus (dont microbus, Traverse, etc.)","Voiture, scooter, moto",Métro / RER,Tram,À pied,"Tu as du mal à utiliser les autres transports (par exemple : tu ne sais pas faire du vélo, tu n'es pas à l'aise dans le métro, ...)",Trottinette,Henri Bergson,1ère,Fille,7.6153848266259
1684,Oui,entre 10 et 50 livres,1 fois,avec l'un de tes deux parents seulement,trois,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,NSPRF,1,Les cours,2,"Oui, tu es investi(e)",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,Un seul,Trois,Europe,Vacances avec ta famille,Avion,Autocar/bus,Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,Train,Vélo personnel,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Henri Bergson,2nde,Garçon,8.50000666078516
4841,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,3,2,2,La télévision,1,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,Aucun,Plus de trois,France,Colonie de vacances,Train (RER/TER/TGV…),Autocar/bus,Tram,Métro / RER,À pied,,,C'est plus rapide,Vélo personnel,Miriam Makeba,3ème,Garçon,1.22727272727274
3158,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,NSPRF,1,La télévision,4,"Oui, tu es investi(e)",Un potager,Tu n'as pas de téléphone,Plus de deux,Aucun,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,,,,,Parce que ça te plaît,Trottinette,Miriam Makeba,6ème,Garçon,1.14000000000006
6860,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,1,3,1,La télévision,2,"Non, tu n'es pas investi(e)",L'installation d'un poulailler,Tu l'as donné à un proche,Un seul,Plus de trois,Europe,Vacances avec ta famille,Train (RER/TER/TGV…),Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",À pied,"Voiture, scooter, moto",Métro / RER,,C'est plus rapide,Vélo partagé (par exemple : Vélib),Hélène Boucher,Terminale,Fille,2.58426966292135
8296,Non,moins de 10 livres,1 fois,autre,nan,Ça dépend,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,4,4,Les réseaux sociaux,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",La réservation des repas à la cantine,Tu l'as donné à un proche,Aucun,Trois,France,Vacances avec ta famille,Train (RER/TER/TGV…),Train (RER/TER/TGV...),Métro / RER,Train,Trottinette,"Bus (dont microbus, Traverse, etc.)",Tram,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Henri Bergson,Terminale,Fille,4.3103448275862
1039,Non,plus de 50 livres,3 fois ou plus,en partie chez l'un et chez l'autre,trois,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,4,1,La télévision,4,NSPRF,L'installation d'un poulailler,Tu as toujours ton premier téléphone,Plus de deux,Plus de trois,France,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Train (RER/TER/TGV…),Marche à pied,Vélo partagé (par exemple : Vélib),Tram,Métro / RER,,,Parce que ça te plaît,Trottinette,Hélène Boucher,2nde,Garçon,5.35000000000007
1728,Non,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,nan,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,4,1,1,La télévision,1,"Oui, tu es investi(e)",Un parking vélo dans l'établissement,Autre,NSPRF,Plus de trois,Non concerné(e) : tu n'as jamais voyagé,,,,Trottinette,"Bus (dont microbus, Traverse, etc.)",À pied,"Voiture, scooter, moto",,Parce que ça te plaît,Vélo personnel,Miriam Makeba,6ème,Garçon,1.14000000000006
7615,Non,plus de 50 livres,NSPRF,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,3,NSPRF,Les réseaux sociaux,NSPRF,NSPRF,Une ruche d'abeilles,Tu l'as donné à un proche,Aucun,Plus de trois,Europe,Séjour linguistique,Bateau,Autocar/bus,Métro / RER,"Bus (dont microbus, Traverse, etc.)",,,,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Henri Bergson,2nde,Fille,2.92
1438,Non,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,4,1,Les conversations en famille,2,"Oui, tu es investi(e)",Un potager,Tu l'as donné à un proche,Deux,Aucun,Océanie,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,Voiture (personnelle / location / taxi),À pied,Métro / RER,"Bus (dont microbus, Traverse, etc.)",Vélo partagé (par exemple : Vélib),Tram,C'est plus accessible,Vélo personnel,Hélène Boucher,1ère,Garçon,3.28571428571429
6182,Non,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,4,1,La télévision,4,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Le tri des déchets à la cantine,Tu l'as toujours chez toi,Un seul,Aucun,France,Vacances avec des ami(e)s,Train (RER/TER/TGV…),Train (RER/TER/TGV...),À pied,"Bus (dont microbus, Traverse, etc.)",,,,C'est plus rapide,Vélo partagé (par exemple : Vélib),Hélène Boucher,Terminale,Fille,2.58426966292135
8742,Non,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,3,1,NSPRF,NSPRF,3,"Oui, tu es investi(e)",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,Un seul,Deux,France,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Train (RER/TER/TGV…),Autocar/bus,À pied,Trottinette,"Bus (dont microbus, Traverse, etc.)",Vélo personnel,Métro / RER,NSPRF,Transport adapté aux personnes à mobilité réduite,Miriam Makeba,3ème,Garçon,1.22727272727274
4988,Non,plus de 50 livres,2 fois,avec l'un de tes deux parents seulement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,2,2,Les réseaux sociaux,NSPRF,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as donné à un proche,Plus de deux,Deux,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Métro / RER,À pied,"Bus (dont microbus, Traverse, etc.)",,,C'est plus rapide,Vélo partagé (par exemple : Vélib),Hélène Boucher,Terminale,Fille,2.58426966292135
